,0
-74225729,31
-1620799317,31
-54735498,31
-1597285806,31
1003403206,31
700850502,31
-648175171,31
-1152042165,30
1407815949,30
1460572166,30
-1914546328,30
25335894,30
673447648,30
1982860562,30
-856731430,30
-966232057,30
-123859417,29
809681157,29
-1321753029,29
1755008594,29
529409489,29
1440797486,29
-2104573691,29
-428674533,29
1354734867,29
-1370499937,29
1133175040,28
247544989,28
1833013854,28
1076923784,28
1670235225,27
848326769,27
1883548201,27
233642279,27
-1603042053,27
1591794832,27
1737814222,27
258786115,27
-1227227274,27
-892294442,27
1996961324,26
-13973802,26
-2008171851,26
85444818,26
2083380979,26
-368101335,26
-676596958,26
1858622797,26
1586415431,26
-1753014895,26
943809018,26
1253168024,25
-1975193845,25
372448972,25
28845236,25
-771243667,25
1685842839,25
1602739553,25
-1910480521,25
-1211059692,24
-1428038179,24
-716649414,24
-1594829557,24
713099433,24
-1457191012,24
1230240879,24
-2001494348,24
509865369,24
-287883549,24
-21256555,24
1607323004,24
623710518,24
1472777870,23
-1605066174,23
-1003642508,23
-739494263,23
-1384718878,23
-1723335825,23
438749756,23
496305345,23
15424375,23
-1213808359,23
-1648023440,23
1092073634,23
-652023840,23
-1783615801,22
1272021300,22
175223478,22
660350594,22
-1074010991,22
-1348125156,22
-399821453,22
1300434261,22
245756403,22
-323219732,22
1991529812,22
-24741698,22
1468265660,22
709414247,22
1255080932,22
171545141,22
-1196192786,21
-712682065,21
1887011092,21
851614436,21
-664443105,21
-1975358657,21
1469175310,21
1391651925,21
1496098548,21
626183212,21
-790736530,21
-113094587,20
1575544246,20
555209171,20
-551507468,20
-556864311,20
1643244940,20
989761551,20
-316746806,20
1761823143,20
-167008774,20
1841571983,19
-67746984,19
551792597,19
-793784369,19
-166490719,19
-1321312541,19
-2038931596,19
-647205516,19
-1857392372,19
-1470999878,19
421677782,19
854003652,19
941136952,19
73158976,19
1201098368,18
648834164,18
778571529,18
305402336,18
217044548,18
-1515474364,18
-151249911,18
-1880171366,18
-368734511,18
1996005317,18
-151995878,18
2024738017,18
940402243,18
-1605267539,18
-1067096441,18
1845800641,18
-1205002277,18
-265335877,18
-1111251587,18
-668408311,17
-790717495,17
-679523443,17
-1455254226,17
-1819708286,17
1924217441,17
739649353,17
2063939943,17
131166078,17
-417672746,17
-1818195989,17
-279850977,17
-1953946649,17
1823050605,17
-1402132,17
1678769332,17
-823739655,17
-497294994,16
1371500456,16
-1023067602,16
701579447,16
87764944,16
-916413608,16
1631764447,16
-677358453,16
612574731,16
323107699,16
646514591,16
1048564992,16
760355998,16
-742981438,16
1848230309,16
1968489597,16
-1730290142,16
2061047923,16
-1565303042,16
-1549087506,16
2071243039,16
-116312802,16
1616420922,16
-677811036,16
-1565034751,16
2046009542,16
1640635176,16
-454517518,16
1248566469,16
642965787,16
-1360574558,16
-1791851881,16
220742572,15
1065952358,15
865295353,15
1700274894,15
1832460178,15
523505235,15
-454711922,15
-1086446032,15
1892864960,15
-376153510,15
-1630065254,15
220559937,15
-1876532862,15
-2077651540,15
1227554286,15
1043770374,15
-893836628,15
-97428373,15
-1741627988,15
-1201846461,15
-151101271,15
-476660561,15
1114052400,15
2047588899,15
-1964898219,15
720868455,15
1823561407,15
-1007176864,15
468083777,15
1793263590,15
-2036122220,15
-1741038608,15
-511713495,15
1003187686,15
-788855662,15
722037964,14
-1975654852,14
-1945811155,14
-992971867,14
-312964853,14
1142162277,14
-1008703691,14
-451917619,14
1499368975,14
-1249528524,14
-1191422988,14
-881817169,14
818718148,14
1382231908,14
-1913431797,14
-442630416,14
-1631642675,14
-373841996,14
871173874,14
955842033,14
-1764064213,14
-1421026873,14
1285068698,14
2110564754,14
390116289,14
-1039209174,14
-1597623714,14
1714673590,14
-302944100,14
-747793230,14
-500643067,14
-1395364765,14
2010404439,14
565393895,14
1054099080,14
1105600599,14
-1582949177,14
248238810,14
200994475,14
1907637854,14
-1314099962,14
-98936699,14
-445338025,14
896628389,14
-1774789720,13
1615321986,13
1343463273,13
636131762,13
342493798,13
1789491822,13
-1604750460,13
-1729712648,13
-1868911128,13
234984112,13
-991318177,13
-1338112706,13
2131517247,13
1494028334,13
1702333532,13
-1933583584,13
765755974,13
202331602,13
1550568548,13
1030058305,13
64836113,13
1141562050,13
-386855763,13
1249005437,13
2104174249,13
1568844717,13
865318746,13
1490599990,13
85733684,13
-615558513,13
2072571445,13
-992252572,13
-23961550,12
571483293,12
1913290876,12
-1574849567,12
1001049974,12
-1351893645,12
833714651,12
1015544680,12
-1395575193,12
802713646,12
706131634,12
128626221,12
-60007375,12
31366544,12
-827676101,12
1943078887,12
1945828550,12
-520230775,12
623059603,12
726331326,12
1256410313,12
958414739,12
683971526,12
-2079775707,12
2103952079,12
909287154,12
574037745,12
426751816,12
-2024804702,12
1208904756,12
1046468797,12
281458465,12
1803642271,12
1242285806,12
-689202301,12
-1955025393,12
-303923122,12
2004863245,12
1998860183,12
1055249050,12
-1496434702,12
-1412787967,12
1871111550,12
78115168,12
-1708196013,12
1416234322,12
913633236,12
-588066007,12
-769799338,12
-1950697985,12
-1593999552,12
929327514,12
-920767367,12
-236937189,12
-638497221,12
1703547684,12
-583132446,12
621262317,12
-1940594459,12
87093176,12
1773160830,12
2115410735,12
2106286542,12
907222014,12
2109694817,12
2084729712,12
-1919975731,12
2126072520,12
237776570,12
-1453148402,12
1990280071,12
2029775492,12
1766198791,11
1541770027,11
67354184,11
342365739,11
952351431,11
1212833128,11
1267716897,11
716585646,11
-486495693,11
-1254972853,11
-1382449901,11
-987197620,11
-668156755,11
-1253958895,11
162199887,11
534238984,11
616277,11
-19815981,11
-597933460,11
1273693222,11
-336411770,11
-928939309,11
1108546237,11
173022539,11
-1955034966,11
1594462763,11
862105108,11
1836746822,11
-1676173388,11
1983067850,11
507259258,11
-1881324070,11
-440210908,11
556345311,11
1889558255,11
-959429307,11
1838056561,11
-2052384,11
-1487930811,11
-2005231437,11
786304092,11
1582561716,11
-8511399,11
1703383937,11
-1747904633,11
-1265527220,11
-1153593892,11
-1833407400,11
-353748711,11
-287799985,11
387053077,11
-587061713,11
-199737525,11
-877379628,11
-950517189,11
1254967794,11
1425713486,10
-1866870765,10
787328499,10
546083554,10
1038784043,10
-1746185309,10
-1906524006,10
-945377374,10
-584539827,10
759551423,10
1795327777,10
1675751246,10
2082876187,10
-1442749577,10
649126006,10
-2026954946,10
-1471951992,10
1174538502,10
1608497767,10
-1513497710,10
-1305438471,10
1720601851,10
-119532783,10
-1504120280,10
2124897142,10
-479961564,10
1638728640,10
948052365,10
109438757,10
-226579096,10
-1124407163,10
-649589960,10
1551071440,10
2008734377,10
2138046851,10
-2055236642,10
297365525,10
418040997,10
1132164446,10
1894635275,10
604039256,10
-2081022300,10
311710609,10
228138810,10
683780992,10
477556971,10
-1242010985,10
26393869,10
1520072709,10
1746331391,10
-2015991017,10
-1630907428,10
-1965112598,10
-565113968,10
-451684183,10
1222496901,10
-1311393182,9
308296610,9
-2049476871,9
491493393,9
-1374865661,9
-2116325154,9
2112647035,9
-1928408110,9
-1618957566,9
1253277931,9
690818871,9
1429250043,9
-944275037,9
21963430,9
-1902934309,9
-904214479,9
1172393435,9
78343616,9
1000155774,9
923530060,9
-1443763955,9
1193740017,9
-1815094084,9
1510682162,9
-902068320,9
1766586085,9
-546556500,9
-983798906,9
2101087351,9
480999088,9
-440681142,9
490141988,9
-1220821928,9
792028616,9
-42949113,9
421307536,9
2142887283,9
-301433063,9
226904151,9
-1023105923,9
585536693,9
-579310702,9
2062909615,9
-521198340,9
-1045146051,9
1926993611,9
-1960637153,9
-1232405357,9
1135767456,9
278412168,9
459624425,9
2018812891,9
-1962752446,9
-2095189991,9
331779661,9
864932717,9
-2068342652,9
1007095157,9
-146754294,9
-2028446019,9
-1291184963,9
587151107,9
961793594,9
-2092687021,9
-2125609095,9
-730320961,9
1127569476,9
648210102,9
82831805,9
-55071843,9
-194222158,9
-2140604370,9
-1652761206,9
1043339337,9
1123868532,9
-1854645967,9
1445928828,9
556761637,9
913162441,9
1528296249,9
-1202898643,8
1066302342,8
933010015,8
-1930905449,8
1916852741,8
721458404,8
-992026046,8
-197606509,8
-965365443,8
645817205,8
1390482398,8
-312860132,8
2142736362,8
703741061,8
-2071752671,8
-394400819,8
1730039055,8
887672647,8
635377790,8
-313816687,8
-1297600946,8
2098330891,8
2105095377,8
-647588904,8
11810687,8
1658230895,8
1692936034,8
1496931960,8
-2041771142,8
1447274441,8
-1662876053,8
-443269151,8
648695517,8
1083181445,8
234820495,8
1842653497,8
-194774963,8
1481390925,8
-2009362175,8
-890873589,8
-1609248014,8
-1952012640,8
1533459374,8
-264492940,8
1580365659,8
671911876,8
1442363118,8
1412868431,8
-1150326420,8
176349105,8
1668481777,8
1712365935,8
-270145829,8
-1336977297,8
2131790570,8
-962596671,8
1413814688,8
-1278004300,8
-1976198985,8
-30393386,8
-1142491768,8
1725205293,8
533804376,8
1483436482,8
-1014688960,8
1031232120,8
-2068234691,8
-1080689282,8
-770010500,8
1315144621,8
1017968921,8
-1094299819,8
-185640046,8
1666175162,8
-541165713,8
-147578639,8
-1720303840,8
1592749415,8
2009347671,8
-1271055868,8
-458964669,8
-1874173315,8
1171282579,8
-458280579,8
-1126746084,8
-482047922,8
-350227016,8
-1912182360,8
987753158,8
-1396432155,8
1247862030,8
669651517,8
81872331,8
1846351894,8
358969292,8
1705995828,8
1543952747,8
922173541,8
1061362409,8
494696411,8
768513271,8
-2033527719,8
-2008993468,8
-558054554,8
398196580,8
-1427433169,8
-1782680493,8
1294775620,8
65288325,8
348507375,8
1161691165,8
-950300234,8
-893989956,8
1933488387,8
522982737,8
-950814451,8
-1948592022,8
-358831912,8
-771219146,8
506415199,8
-1939644597,8
816691197,7
1655691582,7
-1623979782,7
1361927348,7
828751618,7
57035057,7
2103121354,7
-893428111,7
120903487,7
-1315734742,7
-2085013093,7
-75132785,7
916581308,7
408693356,7
-2061868855,7
1040896550,7
419749088,7
1087792842,7
-1762474017,7
2058237700,7
-1998413524,7
148713718,7
-1559142318,7
-649923798,7
-1517751068,7
960854619,7
2064496365,7
112730432,7
181548580,7
1791095263,7
245298422,7
-240566403,7
2133059217,7
-692549555,7
184458489,7
1689185734,7
-172766442,7
-1069814804,7
293019624,7
-116897467,7
-1029829873,7
-2017181088,7
-1181728786,7
-533367061,7
-300672537,7
427073643,7
-1103015960,7
329613533,7
-1371930700,7
-2005825411,7
-726426215,7
27490135,7
-54392649,7
-1588960723,7
777768372,7
302196671,7
-1305847206,7
2023068231,7
1402439948,7
-1429575378,7
-487998993,7
795866969,7
1485258360,7
274249297,7
6300807,7
-541334392,7
1061666261,7
-1002493077,7
-931069890,7
273568301,7
1379530543,7
1273413645,7
-1135997043,7
43378268,7
-495280991,7
609419484,7
1517126608,7
1591472939,7
-73923634,7
1133978144,7
1801443486,7
1950536186,7
949766085,7
1946036334,7
-1328399911,7
376656248,7
411278523,7
-523172478,7
-1701936910,7
1056526675,7
953128977,7
1636458917,7
-905040935,7
-1454957103,7
1588535537,7
-1397734495,7
2028050429,7
10984112,7
1460210338,7
918324481,7
1606867448,7
-1620012019,7
-154399493,7
-1110713770,7
-2111037386,7
-303728625,7
442813357,7
-181309538,7
429765620,7
-848808980,7
-976179941,7
-448179340,7
1563518353,7
491738534,7
464207563,7
-323726549,7
-1587723919,7
83952001,7
924563533,7
-542056709,7
1867402306,6
1965271436,6
1349630665,6
-1408065790,6
1712799875,6
-1861084609,6
1043274804,6
-1358853888,6
-51625290,6
1806924204,6
-1413379421,6
-230839432,6
208166343,6
-1062486337,6
-783261223,6
583722864,6
115539480,6
653813695,6
-439812572,6
1347436325,6
1533968345,6
-1552533187,6
-426059706,6
525804740,6
1101337222,6
1089586316,6
240685506,6
-1704249761,6
-727417099,6
1734361345,6
-383247808,6
-1097468699,6
-672015608,6
-1365387883,6
317741547,6
-1147796342,6
-396041342,6
2030926555,6
2064798575,6
-1265286586,6
-138578843,6
35265530,6
1327631615,6
-949213178,6
380349897,6
1251191046,6
1631061922,6
1891235938,6
-940278627,6
1900064873,6
-179449505,6
-1027177210,6
1931332445,6
-1098577265,6
1604476378,6
411285058,6
1530391176,6
-1100432847,6
-1151183388,6
-743876384,6
-613457553,6
482105502,6
-1675612588,6
-42173271,6
-788157119,6
619761122,6
-1151783150,6
1905114413,6
1740224872,6
-1413549729,6
604684674,6
-811077556,6
-2117910485,6
-589993824,6
-477696268,6
-1215932861,6
-1883373140,6
21817939,6
1834690734,6
322244443,6
-505333835,6
255428895,6
-164061375,6
499810804,6
240416645,6
1315641743,6
-341771150,6
1465093622,6
1290560092,6
113859680,6
-1846653733,6
842991458,6
-12429263,6
508307434,6
-1509792989,6
-287986702,6
1437819312,6
1346842057,6
1906173120,6
-794436398,6
-468742318,6
114399655,6
-788942201,6
-2113200471,6
1677240298,6
1009806406,6
1194508852,6
-370042564,6
181525244,6
-522390405,6
1302159242,6
843648346,6
-181548008,6
730922277,6
-412663353,6
102383305,6
925660357,6
557756216,6
-409425004,6
1137343196,6
285999654,6
-1947333096,6
1379037421,6
-1884832796,6
216943768,6
2022138302,6
1078520250,6
1230268246,6
-311956978,6
1751731050,6
1401249473,6
-1345595339,6
1847566289,6
-934104331,6
-852904231,6
-1766785026,6
-1561262823,6
-2071581370,6
-161481600,6
1604068148,6
-1801400973,6
151485429,6
-1231897543,6
100727786,6
-708819480,6
-1542771613,6
934554817,6
430000474,6
1700406818,6
-783252255,6
-1157709167,6
1297113901,6
94036451,6
1275229346,6
-49681293,6
1055314360,6
-1620450810,6
-195822459,6
995848012,6
1689804870,6
1971365375,6
-22522621,6
123466617,6
276013292,6
116122189,6
1811861726,6
644800591,6
-1245741701,6
-1320488085,6
1679422084,6
1504653225,6
-1954941954,6
-595915435,6
-904761273,6
-374681339,6
1712694125,6
-1959251493,6
-44742285,6
1790373842,6
370914355,6
-390620458,6
2147157407,6
177302767,6
-688819505,6
-1479808047,6
314232331,6
-207161857,6
26473503,6
1810651865,6
-2058313325,6
-1300834962,6
-627767762,6
-477921762,6
-1715910457,6
1195469046,6
-1250695511,6
-365500288,6
-1935806740,6
561724172,6
571138490,6
-1901958879,6
-1198690709,6
159284010,6
1772465325,6
825012033,6
785402475,6
-1526110941,6
-9070956,6
736384347,6
-1471651577,6
-499626875,6
-359953027,6
2081252070,6
-1972604541,6
1667627666,6
1956146576,6
-562762840,6
-1466598080,6
1543702002,6
1864914499,6
-527027980,6
-2047967577,6
326979999,6
-498331308,6
1068430133,6
1230240878,6
-1717230608,6
916932964,6
154183566,6
749952936,6
-208628784,6
1768407352,5
-1136290764,5
224575010,5
-753873624,5
-236067965,5
138979139,5
-1865552011,5
1580802509,5
2120004241,5
1855030307,5
662612324,5
865609813,5
-1398037543,5
573177996,5
-910869227,5
-1709496871,5
-1491884691,5
-1617061973,5
-149873965,5
-1857953153,5
-1344891176,5
-1172354767,5
-527223480,5
1327746526,5
717692881,5
340956059,5
-1621750588,5
395882729,5
-220699928,5
-1690091113,5
1651222136,5
1011624530,5
-930877298,5
-1128495579,5
156144573,5
611882083,5
1558639744,5
933705225,5
-2034868696,5
1216396237,5
-252380250,5
146891706,5
1171560186,5
-1589938107,5
-1157741224,5
-833388511,5
1303684163,5
-907324234,5
-1685695195,5
-397408756,5
-2014641131,5
553004639,5
645933380,5
-319903113,5
413731984,5
-110215048,5
-385018329,5
2043474671,5
1817177034,5
-1856316,5
-1579533553,5
2082021063,5
-332733065,5
651037301,5
1095051610,5
-773237450,5
-1401396784,5
837366926,5
-1792526409,5
-1274790170,5
921666355,5
1711693961,5
1604192633,5
-245227857,5
-668840771,5
1030750675,5
608434667,5
1243833329,5
-1372541165,5
-646429113,5
-1263675245,5
2092447019,5
-818088653,5
-635970470,5
2091876973,5
522683605,5
-429992253,5
-1385840222,5
-545696067,5
570914535,5
587173676,5
-1743966010,5
-1517849754,5
-1288067938,5
2114523475,5
1610382085,5
-1082514186,5
-1867959655,5
-1289713711,5
1020635608,5
-1319227025,5
189591822,5
578001165,5
-682315444,5
1053271303,5
-1177912670,5
-1772669032,5
-593783205,5
-737019243,5
-1927758066,5
-1737822616,5
-1574433696,5
-1112834809,5
101584728,5
-212527927,5
416262978,5
-164434444,5
-1218065610,5
1566698378,5
37125210,5
-1469414638,5
1381872950,5
888324964,5
-593869218,5
-1608794157,5
2114302321,5
1323807531,5
-183225335,5
53234475,5
813038859,5
-646118781,5
1622705530,5
1953343241,5
-1718019696,5
155847403,5
2090674745,5
-1025661951,5
1245079585,5
103291478,5
1349653696,5
1440376547,5
-931440513,5
-491295785,5
-1193142476,5
-1282962931,5
-1613727045,5
1215797324,5
1837738964,5
-410943395,5
-65728275,5
-1789396772,5
388627399,5
-1604500101,5
-1503999688,5
-1094943750,5
794862962,5
-804622611,5
-842386700,5
-393050575,5
-1406369151,5
1999652000,5
-131539422,5
1303129340,5
1516025721,5
-2046459861,5
-731476377,5
428781184,4
378605226,4
98640261,4
1968794044,4
-1612303918,4
482971727,4
1943231687,4
-157564448,4
557599559,4
-1995559086,4
-1950719381,4
-925748007,4
1256862870,4
1954599268,4
-772909799,4
130145819,4
77007136,4
372482261,4
-1699112962,4
1837324403,4
-1758514468,4
1981626641,4
-1008627323,4
-1507027385,4
-1295890963,4
1265388647,4
1185942731,4
1117451249,4
2032175788,4
-1837682024,4
-1071239518,4
1926598113,4
-1887798767,4
-914818853,4
-149579556,4
-1036728565,4
111974929,4
-1787354430,4
-1456311763,4
421123826,4
1902600718,4
1445511108,4
-2083428766,4
1865655918,4
-1793891519,4
2074250197,4
1773356500,4
-1023648059,4
-927137676,4
71300174,4
864509776,4
702596069,4
675351834,4
387544621,4
-724275363,4
-482111918,4
-1611746311,4
223921301,4
-1536392269,4
-1585594271,4
728156265,4
-1778498684,4
-1004865559,4
-498855356,4
-442394973,4
-1573658225,4
615400933,4
-1783517783,4
1658786424,4
1864597021,4
651489051,4
-1049206238,4
-1778811394,4
1902294398,4
-148435667,4
-502592477,4
-892342438,4
-852407356,4
879411258,4
737846823,4
920130105,4
1354896723,4
-724246653,4
-417735983,4
53179866,4
-1509525201,4
815563,4
276824690,4
-1469861334,4
-1396291105,4
-323840918,4
862020497,4
-1900000088,4
2109653977,4
1861220625,4
-986228301,4
-1343926408,4
1143809010,4
-497288949,4
-355458483,4
-1157759643,4
1050307125,4
-1065431816,4
1995837928,4
172891720,4
-1888358389,4
243604175,4
1343287732,4
-510043009,4
-2033967300,4
91874853,4
591712219,4
-947936722,4
1165471144,4
1614230707,4
1202855871,4
-539145880,4
-944105403,4
-253901106,4
-233643168,4
2063432055,4
-1042861396,4
-1758143144,4
32136567,4
-1533266098,4
-682633248,4
1802022645,4
-471530823,4
-1268904105,4
1219588813,4
1052797384,4
1533650128,4
1359377226,4
689399169,4
442837666,4
-68574059,4
-636180507,4
1527542609,4
-1429267486,4
-174671610,4
1551221139,4
-1158105284,4
-517759586,4
983318240,4
713979409,4
-1521028761,4
1965992024,4
-653505913,4
905917236,4
2098300425,4
-1676772163,4
275088535,4
1119440713,4
-1692716314,4
-1905499132,4
248404164,4
440146183,4
556299801,4
2137372662,4
704976956,4
1087796320,4
67612572,4
1266050458,4
-176695564,4
-1670479596,4
-907186529,4
-581315948,4
-1482827611,4
1538817052,4
-1624472442,4
2077332675,4
2059782473,4
-1270050874,4
-1203324983,4
-809518143,4
291254334,4
1116534075,4
369012795,4
1639151705,4
-1644815730,4
2144588585,4
1700932317,4
645171894,4
8012803,4
-499305968,4
1121207372,4
207388049,4
-966503539,4
252615574,4
817721458,4
-1923041878,4
727541991,4
-1962856648,4
254806032,4
-206973641,4
458184082,4
1186593497,4
911935930,4
-81556493,4
-1991252284,4
1369870538,4
355972372,4
-172665375,4
1713511490,4
-1166076977,4
1859827505,4
-249142994,4
-1134303540,4
-279148125,4
-1290019317,4
2071166968,4
-1966487839,4
-543799874,4
2138102066,4
-1429685713,4
1815765955,4
1685705334,4
-939293394,4
-1180706919,4
1972307688,4
1211913403,4
-184957410,4
-1932155628,4
-1553824770,4
1874365267,4
-2023814382,4
870781653,4
-2065808740,4
47983648,4
-1041506494,4
1866154205,4
1213005050,4
1514315199,4
1482353784,4
-179877568,4
1209027596,4
66821074,4
-40608440,4
-728521290,4
2067544233,4
1740387162,4
1505209158,4
2072817560,4
1190247449,4
531730985,4
-996649352,4
-109819567,4
-409249548,4
-257567917,4
-343278269,4
-232827418,4
-460600315,4
-1908394508,4
-87943712,4
1258879591,4
1832793201,4
1885301872,4
-182745411,4
-1767608586,4
-1210227940,4
1483155272,4
-653096110,4
1994927453,4
-938364068,4
-68544537,4
47350934,4
-1222955103,4
979438542,4
-1358819212,4
-1109750471,4
452745300,4
-1053848983,4
1463923312,4
1462394806,4
-57037153,4
-581699839,4
-483235137,4
1632578846,4
1588373424,4
58633946,4
-1557399871,4
1529124706,4
-2019555382,4
-1196081422,4
486012057,4
-473382615,4
-1920495787,4
-434339856,4
1106856224,4
1812406183,4
1343327838,4
563091257,4
-672111988,4
-164951953,4
-595546561,4
922853502,4
-1339837102,4
1946340859,4
-951175385,4
582661204,4
1779146247,4
-398902162,4
851799775,4
-1465802091,4
-1665878261,4
1852624685,4
261595632,4
1060738340,4
1067478064,4
1220044646,4
838118570,4
-1153365626,4
887957388,4
-501952723,4
1711877108,4
-692969146,4
-722124068,4
-1690163308,4
1838283687,4
313306672,4
-208905589,4
1188851627,4
-252158766,4
2117400822,4
777728352,4
-1202599057,4
1775874936,4
-1899178963,4
1874540713,4
-1511322006,4
-38884127,4
1734487433,4
-1002367844,4
-959902427,4
-1264132626,4
-1766366233,4
-803051256,4
400887985,4
-1087666270,4
503632164,4
-1988302199,4
57244636,4
-803327008,4
1739403980,4
-2126037998,4
312526778,4
-234817012,4
2014793805,4
-1159968195,4
-1494871716,4
1536730719,4
-1646096642,4
-1930802361,4
-501432636,4
1902540474,4
-5754937,4
14234734,4
2146585829,4
946691486,4
1236364276,4
-85163779,4
-1879538223,4
124017246,4
-799652997,4
1095144760,4
-1685285510,4
884499508,4
-1294429750,4
614337492,4
2103958117,4
-461246348,4
14165236,4
2074737590,4
-335840936,4
-341140925,4
629005515,4
-1717351826,4
1146653823,4
1835288524,4
-834664282,4
2142285489,4
-360042136,4
1417171917,4
1344143720,4
1231099041,4
2139396203,4
-1896552345,4
-1222358133,4
-1633394220,4
740191615,4
-1665899985,4
925516021,4
-891535147,4
403552063,4
-2135819985,4
-112065699,4
2089880334,4
1819878041,4
79969704,4
1524993248,4
646921558,4
-1185921585,4
27374633,4
-402075474,4
399397676,4
315943184,4
2052380675,4
1212924891,4
-2089174775,4
1483363118,4
13656816,4
1757054120,4
1774010006,4
-1694327471,4
653258244,4
-248789890,4
-289438933,4
1485944858,4
1234454585,4
1210703930,4
890377796,4
2044864208,4
-673919817,4
-862069261,4
-1496077267,4
501695179,4
-691463913,4
868928881,4
1676721257,4
1091611771,4
-1560659980,4
2038871603,4
1400520134,4
-1921121830,4
2024104370,4
961451420,4
-1991239853,4
1415785011,4
1345955944,4
1861075829,4
1085179718,4
1720575635,4
-1432000531,4
-108785132,4
-357244982,4
684879731,4
-459125604,4
-233026779,4
-1566830209,4
-1430657293,4
-2093580297,4
1117950667,4
1923171556,4
1646014995,4
148601407,4
978721149,4
1388724781,4
-192108713,4
305501065,4
-1964140381,4
402686887,4
1623472513,4
-434664816,4
-398772836,4
-601701132,4
-448597260,4
-2029404537,4
203651908,4
-21782907,4
714020163,4
482036408,4
2057521801,4
140762432,4
-980424841,4
1592952453,4
-903972367,4
-1535416332,4
-60976283,4
1794433739,4
-747671659,4
-1750278813,4
1255076558,4
-1686539953,4
204133991,4
145837360,4
-821808090,4
1062936207,4
492164772,4
-1159766792,4
1003989781,4
-1456753598,4
-869341332,4
-1307467968,4
885566081,4
-509042088,4
-628568232,4
-1857841944,4
1032163220,4
1296034657,4
1723580766,4
-983170268,4
-1442705814,4
1930092048,4
643450498,4
1405362473,4
-1102826814,4
-1953501011,4
1106908611,4
-364309404,4
1519286846,4
-1394363353,4
-1624846368,4
1531698892,4
2038935415,4
-1071957149,4
10156475,4
-923153370,4
-1039359591,4
-1512440787,3
-668735094,3
1362392002,3
-1223492329,3
888693575,3
1324956880,3
-481145688,3
-2137440923,3
-899289645,3
-2049597225,3
-1738645060,3
-366066840,3
-1849325907,3
1084601194,3
-45715203,3
-1459920485,3
1128506027,3
74689557,3
2091735923,3
-1557602265,3
-480584140,3
-2088855619,3
-62303436,3
76526581,3
1193959314,3
-2105594445,3
-838948329,3
-25255544,3
-1299293746,3
853903192,3
363097678,3
1286738410,3
-1529908051,3
1148604044,3
1098191066,3
-731241948,3
368179220,3
1478356281,3
1687716356,3
1849457633,3
-893276389,3
-2034559580,3
1885561058,3
1557440275,3
213554709,3
-1882407666,3
-1609248021,3
-760002343,3
228652775,3
944668816,3
1681637911,3
-164430740,3
-409062925,3
-1077875143,3
306293720,3
293638158,3
276012932,3
-1159650824,3
1520110712,3
-286168061,3
1930426675,3
1420927590,3
-787026489,3
-401587071,3
-1170963475,3
628635358,3
-807769525,3
